9.7867	3.7762	23.448
18.018	-1.2068	30.286
-0.27582	1.6365	13.078
2.5376	-1.537	13.431
13.445	-8.6592	40.98
14.208	2.5934	38.807
19.303	-1.4204	32.007
-1.8824	1.423	15.44
-6.9154	0.79796	23.985
19.66	3.8116	30.711
17.941	-0.10058	33.803
12.304	-3.1017	26.143
3.7864	3.4156	13.598
18.56	-0.94301	32.973
14.403	-4.0612	39.262
16.23	2.6881	35.861
4.8565	0.32933	17.545
-1.7372	0.56063	15.42
0.8141	-4.6957	17.86
15.216	2.1613	37.348
19.086	4.9821	29.94
17.127	-0.3497	34.976
13.881	-3.6742	39.976
7.2859	2.3306	20.209
-12.383	5.5529	10.663
-0.1258	0.41464	13.007
16.716	4.8887	34.296
-0.94037	3.2447	27.772
14.138	4.9638	39.213
13.007	-7.4852	40.546
-6.7514	3.9921	16.233
2.9933	-1.2636	13.566
13.813	5.96	38.645
4.1412	-0.37072	14.25
11.985	-12.105	38.789
16.408	-6.5886	39.067
-1.0899	-2.8445	14.87
6.9144	-1.8558	19.37
13.815	-7.7707	37.042
15.524	1.5037	37.196
-3.2903	-1.0771	16.517
16.492	-0.32589	35.94
5.4137	-0.074485	17.849
2.9882	2.8513	13.018
3.9974	-1.2747	14.313
16.112	7.2482	35.297
18.213	3.1379	32.954
-0.70841	-0.27681	13.939
14.771	5.401	37.438
17.355	2.7564	34.201
2.0036	0.75356	12.597
14.968	3.9496	37.396
12.849	-6.9106	36.609
19.28	-1.2698	31.976
-4.4331	0.095202	16.124
-6.095	-1.2012	24.93
1.5153	-0.52626	30.536
14.692	6.3383	37.426
9.3784	4.511	22.86
5.7266	-0.32531	33.716
-3.3919	3.2512	15.768
-1.2296	3.4411	11.599
7.5278	-2.5394	20.805
1.1027	2.6573	11.717
18.2	2.4694	32.336
3.1702	-0.33338	13.561
4.19	2.0029	14.018
4.7174	-1.2573	15.21
0.91878	3.1845	11.476
10.638	4.3704	36.49
-3.3582	-1.6814	27.065
-1.7953	-4.7349	15.986
12.995	-6.7	40.396
0.98396	0.39415	29.999
-7.4567	-1.3222	18.048
-2.1573	-1.3625	27.925
0.82438	-0.56048	12.094
9.9941	4.0268	23.5
7.3422	-0.39604	34.992
3.7222	-0.96504	13.964
0.57142	-5.238	17.767
-4.9575	4.179	15.308
2.7653	0.51899	13.16
12.596	4.2016	25.13
-4.6504	1.8162	15.859
6.1817	-2.6003	18.793
10.095	-0.99993	37.197
0.82866	2.4361	11.529
15.403	-2.5985	37.738
15.617	-12.444	39.048
16.875	5.1308	28.231
15.336	-8.9613	38.835
0.55287	-2.2406	12.412
1.1687	-1.064	12.454
-7.2931	1.4065	23.006
16.549	0.042095	35.784
-5.4421	1.882	15.975
15.593	4.006	36.506
17.221	3.328	34.32
-7.2897	-0.00402	17.676
0.37679	-1.4461	29.88
19.409	-2.0219	31.901
11.409	4.2142	24.19
-2.7888	2.2261	16.165
0.24911	-2.3442	12.861
4.862	3.6983	16.849
-7.6585	2.6	18.455
10.485	3.4265	36.679
6.3981	4.0474	17.97
4.0731	1.5057	14.03
4.6555	-3.1371	17.306
13.398	-12.165	41.753
3.9988	2.6052	31.437
9.6426	3.7896	23.262
13.466	-12.696	42.079
-1.7784	-0.23569	15.109
11.556	4.8914	24.154
13.602	2.4228	39.237
2.1382	-0.64853	31.05
14.208	6.1183	38.258
18.243	2.9016	32.992
8.3186	4.6857	21.835
-6.5828	-1.0663	17.042
1.2037	2.1591	11.774
-5.5313	-2.4345	16.786
-4.1037	-1.1634	16.356
6.7048	4.2806	18.143
-4.2493	0.020426	16.141
-7.6489	2.2812	19.774
7.5602	5.4274	33.96
7.4835	-3.2521	22.553
-4.1072	0.013889	16.166
13.626	2.7043	39.199
11.505	-0.26332	38.046
14.777	4.1605	37.372
18.279	1.97	32.998
12.867	5.7144	37.998
7.2433	3.918	18.716
14.907	-3.5418	38.554
7.2447	1.4768	34.512
-1.2884	1.377	14.591
18.185	4.8379	32.783
6.4744	-1.5049	18.997
18.513	6.3131	32.105
1.4145	-4.0927	18.253
12.741	-10.33	36.95
9.8588	6.5121	35.525
18.406	4.2686	32.495
-0.2633	-4.8559	17.226
19.528	0.75254	31.202
14.726	1.5474	27.219
0.64517	-1.4363	12.156
13.677	-1.7762	40.095
-7.5315	-0.43296	17.904
0.17127	-1.9245	12.892
13.578	-12.548	41.903
-0.40381	-1.0889	29.191
11.148	-2.9726	38.309
-6.0704	0.083904	24.632
4.9386	-1.569	14.634
-7.7099	-0.24397	18.654
16.201	4.8953	35.511
11.105	-1.8805	24.967
2.3153	-0.1229	12.961
-6.5157	0.72395	22.293
16.454	2.6667	35.53
-4.4425	-5.4261	19.959
13.399	3.3233	25.866
1.024	1.7852	11.771
2.5135	1.9788	12.725
-1.9568	1.2699	27.534
6.6893	0.95285	18.74
4.1118	3.3424	13.864
18.808	2.7981	30.08
14.226	-3.6397	39.556
0.65814	1.4283	11.571
15.746	3.9085	27.598
6.3355	1.0187	18.403
-3.1422	-2.2823	16.492
-13.532	5.8562	13.989
-6.367	0.29233	16.7
9.6952	7.8536	35.747
-3.3467	-0.92565	26.908
0.62311	-1.5476	12.139
10.747	0.53756	37.369
-3.1211	-4.7884	17.984
-5.1032	-3.5857	20.411
16.297	3.7063	35.431
15.687	-12.961	39.143
15.347	-4.7709	38.217
17.528	-0.41925	29.63
18.191	5.3241	32.726
17.811	-1.292	34.143
-11.902	4.8282	10.963
14.525	-5.4587	39.232
-5.7423	-0.036253	16.349
11.481	-9.462	38.4
-12.497	5.1772	11.942
-7.4788	2.0388	17.692
11.362	-1.1799	25.095
2.9722	0.59883	13.282
14.069	-5.908	40.088
-7.0145	-1.0351	21.336
-4.9588	-1.2999	16.374
-6.6691	-1.0957	17.088
3.9154	1.4884	14.002
12.233	-0.21257	38.668
16.601	-11.595	10.389
12.866	-1.2819	39.337
-0.0083572	-3.2471	16.967
4.0083	3.1916	13.765
11.863	0.25805	38.287
15.685	-3.9756	37.4
13.753	4.1448	38.979
-6.4173	1.279	24.17
1.4643	-1.808	12.493
10.914	0.80016	37.405
-1.0152	0.80317	28.354
-1.4188	-3.1301	15.252
-1.6788	3.2336	14.922
5.3977	-2.4774	18.362
14.862	-2.8446	28.027
17.639	3.4515	33.664
2.3638	0.58604	12.857
3.1417	2.958	13.086
15.654	2.4918	36.719
1.4885	-0.31484	12.574
-4.624	-4.6889	20.049
-0.39369	0.85908	13.964
13.994	0.12535	26.53
6.6762	4.0224	18.196
14.229	-12.176	40.773
2.7029	-0.34816	13.285
-4.6468	4.4375	15.015
0.29168	1.0092	12.552
10.854	1.9017	36.944
-1.6995	1.4348	15.229
-1.0113	-4.2097	16.837
0.38841	0.30843	12.255
13.957	-1.9079	39.72
18.68	2.8691	32.217
3.3274	-1.1147	13.758
10.235	1.402	36.818
-7.6311	4.3633	18.028
10.792	1.8265	24.415
-4.3125	-5.2919	19.941
13.487	3.3169	38.899
7.0565	-1.6436	19.437
-3.3508	0.97978	16.194
-7.2045	-1.9296	18.631
6.1332	3.9152	17.823
4.0156	-1.8654	14.092
17.465	5.8497	33.587
18.843	-2.2432	32.744
-6.6527	1.4807	16.743
1.783	-4.518	18.5
14.131	6.6961	38.173
-5.938	2.1073	16.167
12.417	-5.4886	39.735
-6.8863	-1.5211	24.451
-2.1227	-5.1234	16.511
-7.0743	0.75709	17.606
2.0421	0.88087	12.601
14.81	5.9971	37.263
-0.71174	3.014	13.417
14.128	-0.84435	38.555
10.657	0.41508	24.252
8.5185	-3.7956	23.29
-7.3755	-1.2057	23.545
-3.3519	-0.20129	16.343
12.421	3.4748	25.105
11.418	3.173	24.394
3.0361	2.5351	13.065
-0.48276	-0.34613	29.004
2.5806	-1.5973	31.537
1.7467	1.6979	12.218
-0.753	3.1887	13.608
-7.9602	-1.7924	20.1
-5.2732	-2.0936	16.599
-0.036897	3.0793	12.44
-4.6467	4.1514	15.243
9.2736	-1.1169	36.58
4.9639	0.66881	17.504
15.071	-6.1425	38.674
15.391	-4.4911	37.646
10.701	2.1458	37.149
18.307	4.5363	32.602
8.5486	7.6513	34.381
8.7199	-1.4028	22.894
-0.65274	3.281	11.593
9.3158	-3.1403	23.672
1.0229	-1.7972	12.363
13.654	-5.3439	40.603
19.34	0.79369	31.601
13.415	1.8517	39.17
0.83915	2.2936	11.462
9.4852	4.0127	23.114
19.246	3.2737	31.434
3.9191	-0.16212	14.062
2.9451	1.346	31.26
15.332	-11.83	39.043
-7.0374	-2.4862	17.493
-7.2383	5.9175	21.637
12.703	-7.2531	40.268
17.139	-2.1381	35.096
8.1108	0.35472	22.348
4.9412	1.5236	32.733
19.84	-3.0693	31.579
4.6768	1.5311	20.172
-5.0101	-1.6509	25.984
11.046	-8.4998	39.177
-1.4761	3.6238	11.749
-1.1649	-0.83408	14.675
11.05	-9.0481	39.246
-5.8505	-5.4717	21.97
-4.9851	-5.7529	20.679
-5.0477	-2.633	16.406
6.9982	-2.5725	19.423
1.3756	0.082013	12.286
0.9824	-0.47447	12.195
16.298	-0.81604	36.598
14.688	-4.0789	38.966
13.975	-0.1974	39.326
-6.1671	1.2427	16.44
-6.068	-3.2511	21.782
-1.2102	-0.95583	28.536
-7.4012	2.4197	20.297
2.0628	-1.0345	31.008
11.862	-1.5017	38.608
14.38	-3.0145	39.18
6.113	2.1072	18.088
16.434	0.4608	35.813
-7.5206	0.49676	23.42
2.97	-0.052296	13.381
-4.1262	-6.1778	19.511
-6.7746	2.3329	16.86
3.1599	0.9894	31.475
-13.563	5.0022	13.893
13.442	3.7974	25.822
-7.6989	0.61479	20.04
14.19	-9.9522	37.547
6.2915	-1.1771	18.805
18.57	0.48114	32.658
-7.7601	1.0892	19.672
19.457	4.0246	31.062
4.1449	2.9286	13.867
13.092	-8.0964	36.53
5.3826	-0.17052	17.904
6.7864	0.51784	18.907
-2.2564	3.2905	15.756
3.6843	2.5618	13.56
1.1847	0.59817	12.022
6.9246	6.7097	33.204
-0.89491	0.57622	14.185
14.936	-2.4351	38.306
-2.9392	-0.91239	16.597
12.44	0.60993	25.57
-7.0101	0.73664	17.168
19.332	3.0743	31.421
-6.408	-1.157	24.662
11.541	-6.0952	39.259
15.934	3.8852	36.023
10.014	0.39186	23.775
14.959	0.31073	37.945
1.9413	-3.119	18.016
3.2988	1.5826	13.387
-1.2726	-1.4416	14.902
-2.4924	0.21169	16.416
-7.515	0.17625	23.619
11.146	2.2778	24.369
9.3972	-1.8954	23.774
3.4819	-2.8038	16.947
9.7338	1.2075	36.339
17.036	2.9622	34.677
-3.7546	1.7273	15.95
-3.5271	2.8417	25.833
3.7359	1.0712	31.912
1.7241	1.6243	30.274
2.0058	2.2236	12.305
11.159	-3.8822	38.488
-7.6933	2.5494	18.654
14.277	1.7181	38.698
12.167	-12.404	37.865
-4.357	0.25436	16.086
-2.8322	-1.6683	16.761
0.65277	2.3968	11.528
-6.3584	1.9522	24.022
